Title,Organization,Skills,Platform
Electric Industry Operations and Markets,Duke University,,Coursera
Electronic Music Production,Berklee,"audio recording, music making, file management, ableton, midi programming, create an electronic composition, create custom synthesizer patches, manipulate preset patches, sound design, create custom patches in strobe 2, audio production, music, audio editing, electronic digital instrument, live looping, performance technique, music arrangement",Coursera
Embedding Sensors and Motors,University of Colorado Boulder,"sensor integration, firmware, motor design, embedded engineering, hardware",Coursera
Emotional Intelligence: Cultivating Immensely Human Interactions,University of Michigan,"emotional intelligence, social skills, intrapersonal skills, soft skills, leadership",Coursera
"Energy Production, Distribution & Safety",University at Buffalo,,Coursera
Engineering Project Management,Rice University,"planning, schedule, earned value management (evmt), project management, procurement",Coursera
English for Business and Entrepreneurship,University of Pennsylvania,"business plan, market research, english language, entrepreneurship",Coursera
English for Career Development,University of Pennsylvania,"communication, english language, career development, writing",Coursera
English for Journalism,University of Pennsylvania,"english grammar, news reporting, english language, broadcast",Coursera
Entrepreneurial Finance: Strategy and Innovation,Duke University,"blockchains, valuation, financial analysis, entrepreneurial finance, microsoft excel, risk management, entrepreneurship, venture capital, finance",Coursera
Entrepreneurship,University of Pennsylvania,"growth strategies, exit strategy, finance, entrepreneurship",Coursera
Entrepreneurship 1: Developing the Opportunity,University of Pennsylvania,"discovery-driven planning, elevator pitch, planning, entrepreneurship",Coursera
Entrepreneurship Strategy: From Ideation to Exit,HEC Paris,,Coursera
Entrepreneurship: Growing Your Business,University of Virginia,"entrepreneurship, leadership & management, innovation, finance, hr tech",Coursera
Epidemiology in Public Health Practice,Johns Hopkins University,"outbreak investigation, public health surveillance, visualization, statistics, epidemiology",Coursera
Equine Welfare and Management,"University of California, Davis",,Coursera
Essentials in Clinical Simulations Across the Health Professions,The George Washington University,"nursing, healthcare, debriefing, inacsl standards, clinical simulation",Coursera
Essentials of Global Health,Yale University,,Coursera
Ethical Leadership,The University of Notre Dame,"ethics of communication, ethics of technology, ethical leadership, diverse leadership, why business?",Coursera
"Ethics, Technology and Engineering",Eindhoven University of Technology,,Coursera
European Business Law,Lund University,"compete on the internal market, legal research, law, business law, foreign policy",Coursera
Evaluations of AI Applications in Healthcare,Stanford University,,Coursera
Everyday Excel,University of Colorado Boulder,"spreadsheet, microsoft excel, problem solving, project, computing",Coursera
"Everyday Excel, Part 1",University of Colorado Boulder,"data management, spreadsheet, microsoft excel, problem solving, real world",Coursera
Everyday Parenting: The ABCs of Child Rearing,Yale University,,Coursera
Exam Prep MLS-C01: AWS Certified Specialty Machine Learning,Whizlabs,"modeling in aws, information engineering, machine learning implementation and operations in aws, exploratory data analysis in aws, ml algorithms",Coursera
Excel Basics for Data Analysis,IBM,"data science, spreadsheet, microsoft excel, data analysis, pivot table",Coursera
Excel Fundamentals for Data Analysis,Macquarie University,"data analysis, microsoft excel, data cleansing",Coursera
Excel Skills for Business,Macquarie University,"data validation, microsoft excel, microsoft excel macro, pivot table",Coursera
Excel Skills for Business: Essentials,Macquarie University,"graphs, spreadsheet, microsoft excel, chart",Coursera
Excel Skills for Business: Intermediate I,Macquarie University,"concatenation, microsoft excel, consolization, pivot table, pivot chart",Coursera
Excel Skills for Data Analytics and Visualization,Macquarie University,"data analysis, microsoft excel, data visualization (dataviz)",Coursera
Excel for Beginners: Introduction to Spreadsheets,Coursera Project Network,,Coursera
Excel for Beginners: Pivot Tables,Coursera Project Network,,Coursera
Excel to MySQL: Analytic Techniques for Business,Duke University,"business analytics, microsoft excel, business analysis, business communication, data analysis, big data, tableau software, data visualization (dataviz), binary classification, mysql, sql",Coursera
Excel/VBA for Creative Problem Solving,University of Colorado Boulder,"microsoft excel vba, computer programming, problem solving, arrays",Coursera
Executive Data Science,Johns Hopkins University,"data science, data management, data analysis, communication, leadership",Coursera
Exploratory Data Analysis for Machine Learning,IBM,"artificial intelligence (ai), machine learning, feature engineering, statistical hypothesis testing, exploratory data analysis",Coursera
Expressway to Data Science: Essential Math,University of Colorado Boulder,"derrivatives, integrals, matrix algebra, diagonalization, numerical analysis",Coursera
Expressway to Data Science: Python Programming,University of Colorado Boulder,"python libraries, python programming, pandas, matplotlib, numpy",Coursera
Extended Reality for Everybody,University of Michigan,"virtual reality (vr), design, development, extended reality (xr), augmented reality (ar)",Coursera
"Extract, Transform and Load Data in Power BI",Microsoft,"data analysis, power bi, power query, data configuration, data transformation",Coursera
FPGA Design for Embedded Systems,University of Colorado Boulder,"softcore processor design, writing code in verilog, programmable logic design, vhdl coding, simulation for verification",Coursera
"Federal Taxation I: Individuals, Employees, and Sole Proprietors",University of Illinois at Urbana-Champaign,,Coursera
"FinTech: Foundations, Payments, and Regulations",University of Pennsylvania,,Coursera
Finance & Quantitative Modeling for Analysts,University of Pennsylvania,"financial modeling, corporate finance, microsoft excel",Coursera
Finance for Non-Finance Professionals,Rice University,"financial accounting, capital budgeting, corporate finance, finance",Coursera
Finance for Non-Financial Managers,Emory University,"project, financial statement, finance, balance sheet",Coursera
Finance for Technical Managers,University of Colorado Boulder,"product cost analysis, project valuation, financial statement analysis, discounted cash flow analysis, financial adviser",Coursera
Financial Accounting Fundamentals,University of Virginia,"financial accounting, accounting, financial statement, balance sheet",Coursera
Financial Acumen for Non-Financial Managers,University of Pennsylvania,,Coursera
Financial Analysis - Skills for Success,University of Illinois at Urbana-Champaign,"accounting, scenario analysis, financial statement analysis, strategic management, finance",Coursera
Financial Engineering and Risk Management,Columbia University,"quantitative analysis, asset allocation, algorithmic trading, portfolio optimization, mathematical finance",Coursera
Financial Management,University of Illinois at Urbana-Champaign,"financial mismanagement, financial management, risk management, investment, financial aid management",Coursera
Financial Markets,Yale University,"behavioral finance, financial markets, finance, behavioral economics",Coursera
Financial Planning for Young Adults,University of Illinois at Urbana-Champaign,"risk management, budget, saving, investment",Coursera
Financial Reporting,University of Illinois at Urbana-Champaign,"accounting, accounting analysis, financial statement",Coursera
Financial Technology (Fintech) Innovations,University of Michigan,"credit technology, cryptocurrency, smart investing, blockchain, payment systems",Coursera
Financing and Investing in Infrastructure,Università Bocconi,"capital budgeting, risk analysis, project, finance",Coursera
Finanzas corporativas,Universidad Nacional Autónoma de México,"mathematical finance, corporate finance, microsoft excel, finance",Coursera
Finding Purpose and Meaning In Life: Living for What Matters Most,University of Michigan,"well-being, purpose",Coursera
Finding Your Professional Voice: Confidence & Impact,University of London,"speak with greater clarity, speak with confidence and connection, how to convey meaning and make messages compelling, identify current vocal behaviors connected to speaking and have techniques to address them.",Coursera
Fintech: Foundations & Applications of Financial Technology,University of Pennsylvania,"investment management, cryptocurrency, regulation, blockchain",Coursera
First Principles of Computer Vision,Columbia University,"perception, features and boundaries, object recognition, camera and imaging, 3d reconstruction",Coursera
First Step Korean,Yonsei University,"grammar, korean language, speech, writing",Coursera
Fondamentaux de la cybersécurité,Google,"cadre de cybersécurité (csf) du nist, cybersécurité, attaques historiques, sécurité de l'information (infosec - information security), déontologie",Coursera
Food & Beverage Management,Università Bocconi,"promotion and marketing communications, food marketing, marketing, brand management",Coursera
"Food Sustainability, Mindful Eating, and Healthy Cooking",Stanford University,"mindful eating, sensible shopping, sustainable eating, food mindfulness, cooking",Coursera
Forensic Accounting and Fraud Examination,West Virginia University,"fraud detection, internal control, fraud investigation, forensic accounting",Coursera
Formal Financial Accounting,University of Illinois at Urbana-Champaign,,Coursera
Foundational Finance for Strategic Decision Making,University of Michigan,"financial analysis, estimation of costs and benefits, spreadsheet analysis, value estimation",Coursera
Foundations for Assisting in Home Care,The State University of New York,,Coursera
Foundations of Business Intelligence,Google,"stakeholder management, sharing insights with stakeholders, asking effective questions, cross-functional team dynamics, business processes and requirements",Coursera
Foundations of Business Strategy,University of Virginia,"capabilities analysis, business strategy, competitive position, strategic analysis, industry structure",Coursera
Foundations of Cybersecurity,Google,"information security (infosec), cybersecurity, historical attacks, ethics in cybersecurity, nist cybersecurity framework (csf)",Coursera
Foundations of Data Science,Google,"sharing insights with stakeholders, effective written communication, asking effective questions, cross-functional team dynamics, project management",Coursera
Foundations of Data Structures and Algorithms,University of Colorado Boulder,"travelling salesman problem (tsp), integer programming, approximation algorithm, linear programming (lp), analysis of algorithms, hashtables, algorithm design, python programming, data structure design, graphs algorithms, intractability",Coursera
Foundations of Digital Marketing and E-commerce,Google,"marketing, customer loyalty, e-commerce, marketing analytics, customer outreach",Coursera
Foundations of Management,IESE Business School,"accounting, leadership, finance, marketing",Coursera
Foundations of Positive Psychology,University of Pennsylvania,"gratitude, goal setting, research methodology, resilience",Coursera
Foundations of Project Management,Google,"organizational culture, career development, strategic thinking, change management, project management",Coursera
Foundations of Public Health Practice,Imperial College London,,Coursera
Foundations of Software Testing and Validation,University of Leeds,"software testing, software development, validation",Coursera
Foundations of Teaching for Learning: Introduction,Commonwealth Education Trust,"teaching, planning, teaching method",Coursera
Foundations of User Experience (UX) Design,Google,"user experience (ux), ux research, wireframe, prototype, user experience design (uxd)",Coursera
"Foundations: Data, Data, Everywhere",Google,"spreadsheet, data cleansing, data analysis, data visualization (dataviz), sql",Coursera
Fractal Data Science,Fractal Analytics,"data storytelling, machine learning, python programming, decision-making, problem solving, power bi, sql",Coursera
From Data to Insights with Google Cloud,Google Cloud,"bigquery, machine learning, data visualization (dataviz), sql",Coursera
From Excel to Power BI,Knowledge Accelerators,"business analytics, microsoft excel, data analysis, data visualization (dataviz), power bi",Coursera
From Likes to Leads: Interact with Customers Online,Google,"social listening, social media bidding, customer engagement, social media analytics, social media branding",Coursera
Functional Programming in Scala,École Polytechnique Fédérale de Lausanne,"scala programming, parallel computing, apache spark, functional programming",Coursera
Fundamentals of Accounting,University of Illinois at Urbana-Champaign,"income statement, cost, financial statement, balance sheet",Coursera
Fundamentals of Computing,Rice University,"recursion, algorithms, python programming, dynamic programming",Coursera
Fundamentals of Engineering Exam Review,Georgia Institute of Technology,,Coursera
Fundamentals of Finance,University of Pennsylvania,,Coursera
Fundamentals of Flight mechanics,ISAE-SUPAERO,"airplane conception and validation, flight dynamics, applied aerodynamics, aerospace engineering, flight mechanics",Coursera
Fundamentals of GIS,"University of California, Davis","spatial analysis, data analysis, data visualization (dataviz), software",Coursera
Fundamentals of Graphic Design,California Institute of the Arts,"creativity, graphics, design theory, color theory",Coursera
Fundamentals of Immunology,Rice University,,Coursera
Fundamentals of Machine Learning for Healthcare,Stanford University,,Coursera
Fundamentals of Music Theory,The University of Edinburgh,"scales, notation, harmony, rhythm, chords",Coursera
Fundamentals of Project Planning and Management,University of Virginia,"risk analysis, project planning, planning, management, project management",Coursera
Fundamentals of Quantitative Modeling,University of Pennsylvania,"modeling, linear regression, probabilistic models, regression analysis",Coursera
Fundamentals of Reinforcement Learning,University of Alberta,"artificial intelligence (ai), machine learning, reinforcement learning, function approximation, intelligent systems",Coursera
Fundamentals of Social Media Advertising,Meta,"social media marketing, brand management, campaign management, ad management",Coursera
Fundamentals of Technology Sales,"University of Maryland, College Park","sales development, sales management, sales strategy, sales, sales presentation",Coursera
Fundamentos de la ciberseguridad,Google,"ética, seguridad de la información (infosec), marco de ciberseguridad del nist (csf), ataques históricos a la ciberseguridad, ciberseguridad",Coursera
Fundamentos de la gestión de proyectos,Google,"gestión de proyectos, cultura de la organización, pensamiento estratégico, desarrollo profesional, gestión de cambios",Coursera
Fundamentos del marketing digital y comercio electrónico,Google,"marketing, fidelidad del cliente, análisis y estadísticas de marketing, acercamiento al cliente, comercio electrónico",Coursera
Fundraising and Development,"University of California, Davis",fundraising,Coursera
Futures Thinking,Institute for the Future,"strategic foresight, simulation, scenario design, future forecasting",Coursera
"GIS, Mapping, and Spatial Analysis",University of Toronto,"geographic information system (gis), cartography, esri, mapping, spatial analysis",Coursera
GPU Programming,Johns Hopkins University,"machine learning, gpu, parallel computing, image processing, c++",Coursera
Game Design and Development with Unity 2020,Michigan State University,"video game development, unity, video game, game design, technology",Coursera
Game Design: Art and Concepts,California Institute of the Arts,"interactive storytelling, game design document, video game design, game design",Coursera
Game Theory,Stanford University,"game theory, backward induction, bayesian game, problem solving",Coursera
Gamification,University of Pennsylvania,"psychology, marketing, game design, gamification",Coursera
Generative AI Primer,Vanderbilt University,"prompt engineering, augmented intelligence, generative ai",Coursera
Generative AI for Everyone,DeepLearning.AI,"generative ai, ai strategy, large language models, generative ai tools, ai productivity",Coursera
Generative AI with Large Language Models,DeepLearning.AI,"generative ai, llms, large language models, machine learning, python programming",Coursera
Generative Adversarial Networks (GANs),DeepLearning.AI,"generator, image-to-image translation, glossary of computer graphics, discriminator, generative adversarial networks",Coursera
Genomic Data Science,Johns Hopkins University,"bioinformatics algorithms, algorithms, python programming, algorithms on strings, bioinformatics, biopython, genomics, statistics, data science, computational biology, samtools, unix, command-line interface, data analysis, r programming, biostatistics, bioconductor",Coursera
Geographic Information Systems  (GIS),"University of California, Davis",,Coursera
Gestion de projet de Google,Google,"gestion des risques, gestion de projet, exécution du projet, réflexion stratégique, gestion de la qualité, gestion agile, influencer marketing, encadrement, résolution de problèmes, scrum, planification de projet, approvisionnement, estimation de la tâche, gestion des partenaires, communication efficace, gestion du changement, gestion de projets, culture organisationnelle, perfectionnement professionnel, charte de projet, écriture commerciale",Coursera
Gestión de Proyectos de Google,Google,"gestión de proyectos, estatuto del proyecto, pensamiento estratégico, redacción de negocios, gestión de los interesados, gestión de calidad, gestión de riesgos, ejecución del proyecto, adquisiciones, planificación de proyectos, estimación de tareas, cultura de la organización, desarrollo profesional, gestión de cambios, resolución de problemas, comunicación efectiva, influencia, asesoramiento, gestión con la metodología agile, scrum",Coursera
Get Started with Python,Google,"using comments to enhance code readability, python programming, jupyter notebook, data visualization (dataviz), coding",Coursera
Getting Started with AI using IBM Watson,IBM,"deep learning, application programming interfaces (api), artificial intelligence (ai), machine learning, watson",Coursera
Getting Started with Git and GitHub,IBM,"open source, cloning and forking, github, git (software), distributed version control systems (dvcs)",Coursera
Getting Started with Power BI Desktop,Coursera Project Network,,Coursera
Getting Started with SAS Programming,SAS,"sas studio, import data, reports, prepare data, sas programs",Coursera
Getting started with Google Workspace,Google Cloud,,Coursera
Giving Helpful Feedback,University of Colorado Boulder,"communication, staff management, coaching, performance management",Coursera
Global Diplomacy – Diplomacy in the Modern World,University of London,"policy analysis, art, history, international relations",Coursera
Global Diplomacy: the United Nations in the World,University of London,,Coursera
Global Procurement and Sourcing,Rutgers the State University of New Jersey,"negotiation, contracts",Coursera
Go Beyond the Numbers: Translate Data into Insights,Google,"python programming, tableau software, data visualization (dataviz), effective communication, exploratory data analysis",Coursera
Good with Words: Writing and Editing,University of Michigan,"persuasion, creativity, writing, time management, editing",Coursera
Goodwill® Career Coach and Navigator,Goodwill Industries International,"crisis intervention, establishing trust, establish coaching agreements, human-centered coaching, case management, outreach, intake, gap analysis, recruitment, occupational guidance, onboarding preparation, resume preparation, networking, professional development, research technology trends, establish business partnerships, virtual coaching",Coursera
Google Advanced Data Analytics,Google,"data science, regression models, predictive modelling, exploratory data analysis (eda), statistical analysis, machine learning, python programming, data analysis, jupyter notebook, tableau software, data visualization (dataviz), kaggle",Coursera
Google Business Intelligence,Google,"data modeling, business analysis, bigquery, sheets, data analysis, extraction, transformation and loading (etl), business process, tableau software, data visualization (dataviz), business intelligence, sql, dashboarding and reporting",Coursera
Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud,"tensorflow, bigquery, google cloud platform, cloud computing",Coursera
Google Cloud Database Engineer,Google Cloud,,Coursera
Google Cloud Digital Leader Training,Google Cloud,,Coursera
Google Cloud Fundamentals: Core Infrastructure,Google Cloud,"google compute engine, google app engine (gae), google cloud platform, cloud computing",Coursera
Google Cybersecurity,Google,"linux, python programming, security information and event management (siem) tools, intrusion detection systems (ids), sql",Coursera
Google Data Analytics,Google,"job portfolio, data cleansing, data analysis, data visualization (dataviz), case study, spreadsheet, metadata, data collection, data ethics, sql, data calculations, data aggregation, r programming, r markdown, rstudio, tableau software, presentation, sample size determination, data integrity, questioning, decision-making, problem solving",Coursera
Google Data Analytics,Google,"tableurs, visualisation des données (dataviz), sql, nettoyage des données, analyse de donnees, prise de décision, résolution de problèmes, questionnement, presentation, logiciel tableau, détermination de la taille d’échantillon, feuille de calcul, intégrité des données, portfolio pour la recherche d'emploi, étude de cas, programmation r, r markdown, rstudio, analyse des données, agrégation des données, calculs de données, collecte de données, éthique des données, métadonnées",Coursera
Google Data Analytics (DE),Google,"datenerhebung, metadaten, tabellenkalkulation, datenethik, sql, datenbereinigung, kalkulationstabelle, datenvisualisierung (dataviz), datenanalyse, -	r-programmierung, -	datenvisualisierung (dataviz), -	datenanalyse, -	rstudio, -	r markdown, -	präsentation, -	tableau-software, -	fallstudie, -	job-portfolio, -	datenbereinigung, entscheidungsfindung, problemlösung, fragestellung, datenberechnungen, -	tabellenkalkulation, datenaggregation, datenintegrität, bestimmung der stichprobengröße",Coursera
Google Data Analytics (PT),Google,"visualização de dados (dataviz), limpeza de dados, planilha, sql, análise dos dados, análise de dados, questionamento, solução de problemas, tomada de decisões, cálculos de dados, agregação de dados, estudo de caso, portfólio profissional, programação em r, r markdown, rstudio, apresentação, software tableau, integridade dos dados, determinação do tamanho da amostra, metadados, ética em dados, coleta de dados",Coursera
Google Data Analytics Capstone: Complete a Case Study,Google,"job portfolio, data cleansing, data analysis, data visualization (dataviz), case study",Coursera
Google Digital Marketing & E-commerce,Google,"marketing, e-commerce, display advertising, email marketing, search engine optimization (seo)",Coursera
Google IT Automation with Python,Google,"using version control, troubleshooting & debugging, python programming, configuration management, automation",Coursera
Google IT Support,Google,"service client, débogage, cloud computing., algorithmes et techniques de chiffrement, protocoles réseau",Coursera
Google IT Support,Google,"debugging, encryption algorithms and techniques, customer service, network protocols, cloud computing",Coursera
Google IT Support (Deutsch),Google,"debugging, customer service, network protocols, encryption algorithms, cloud computing",Coursera
Google Marketing Digital e E-Commerce,Google,"optimización de motores de búsqueda (seo), marketing, publicidad gráfica, marketing por correo electrónico, comercio electrónico",Coursera
Google Professional Workspace Administrator,Google Cloud,,Coursera
Google Project Management,Google,"gestion des partenaires, gestion de projet, résolution de problèmes, gestion de la qualité, communication efficace, gestion des risques, exécution du projet, réflexion stratégique, coaching, gestion agile, influencer marketing, scrum, planification de projet, approvisionnement, estimation de la tâche, gestion du changement, gestion de projets, culture organisationnelle, perfectionnement professionnel, charte de projet, gestion des parties prenantes, écriture commerciale",Coursera
Google Project Management (DE),Google,"projektmanagement, strategisches denken, projektabwicklung, qualitätsmanagement, risikomanagement, veränderungsmanagement, karriereentwicklung, organisationskultur, •	problemlösung, •	scrum, •	agiles management, •	einflussnahme, •	coaching, aufgabenschätzung, projektplanung, beschaffung, stakeholder-management, business writing, projektcharta, problemlösung, effektive kommunikation",Coursera
Google Project Management (PT),Google,"escrita de negócios, pensamento estratégico, gerenciamento de projetos, termo de abertura do projeto, coaching, influencia, gerenciamento agile, solução de problemas, scrum, gerenciamento da qualidade, gerenciamento de riscos, execução de projetos, cultura organizacional, gestão de mudança, desenvolvimento de carreira, compras, gestão de riscos, planejamento de projetos, estimativa de tarefas, comunicação eficaz, gerenciamento das partes interessadas",Coursera
Google Project Management:,Google,"organizational culture, career development, strategic thinking, change management, project management, quality management, project execution, risk management, coaching, influencing, agile management, problem solving, scrum, stakeholder management, effective communication, business writing, project charter, project planning, task estimation, procurement",Coursera
Google UX Design,Google,"user experience (ux), ux research, wireframe, prototype, user experience design (uxd), mockup, figma, usability testing, ux design jobs",Coursera
Google UX Design,Google,"conception de l’expérience utilisateur (uxd), tests de la facilité d’utilisation, expérience utilisateur (ux), prototype, recherche ux, test de facilité d’utilisation, emplois de conception ux., conception expérience utilisateur (uxd), armature, adobe xd, test d’utilisabilité, figma, maquette, maquette fonctionnelle",Coursera
Google UX Design (DE),Google,"adobe xd, user experience (ux), usability-tests, prototyp, user experience design (uxd), ux-forschung, wireframe, modell, figma, ux research, jobs im bereich ux-design",Coursera
Google UX Design (PT),Google,"design de experiência do usuário (uxd), maquete, figma, prototipo, experiência do usuário (ux), pesquisa de ux, wireframe, testagem de usabilidade, adobe xd, empregos em design de ux",Coursera
Google شهادة تقنية المعلومات من,Google,"file shortcut, privacy, troubleshooting, operating systems, directory service, email, provisioning, network service, subnetwork, network layer, virtual private network (vpn), switches, malware, cryptography, disk encryption, reverse proxy, systems monitoring, interfaces, process state",Coursera
Google サイバーセキュリティ,Google,,Coursera
Google データアナリティクス,Google,ビジュアライゼーション,Coursera
Google 데이터 애널리틱스 수료증 이수 과정,Google,"스프레드시트, 메타데이터, sql, 데이터 윤리, 데이터 수집, 프레젠테이션, tableau software, 데이터 분석, 데이터 시각화, 의사결정, 문제 해결, 질문, 직업 포트폴리오, 사례 연구 활동, 데이터 시각화(dataviz), 데이터 정리, r markdown, rstudio, r 프로그래밍, 샘플 크기 결정, 데이터 무결성, 데이터 집계, 데이터 계산",Coursera
Graphic Design,California Institute of the Arts,"visual communication, branding communication, graphic design, art history, typography",Coursera
HRCI Human Resource Associate,HRCI,"performance management, compliance strategy, training development, employee relations, recruitment",Coursera
HTML and CSS in depth,Meta,"debugging, user interface, react (web framework), html and css, javascript",Coursera
"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,"html, javascript, css frameworks, cascading style sheets (css)",Coursera
Habilidades Gerenciales,Universidad Nacional Autónoma de México,"delegation, leadership, coaching, supervision",Coursera
Hands-on Introduction to Linux Commands and Shell Scripting,IBM,"linux, bash (unix shell), extract transform and load (etl), linux commands, shell script",Coursera
Harnessing the Power of Data with Power BI,Microsoft,"data analysis, power bi, data-driven decisions",Coursera
Healing with the Arts,University of Florida,"music, art, meditation, visual arts",Coursera
Health Behavior Change: From Evidence to Action,Yale University,"health practices, behavioral psychology, public health, mental health, health psychology",Coursera
Health Informatics,Johns Hopkins University,"data science, decision support system, health informatics, health care, informatics",Coursera
Health Information Literacy for Data Analytics,"University of California, Davis","data model, healthcare terminology, healthcare data",Coursera
Healthcare IT Support,Johns Hopkins University,"technical support, customer support, health information technology, telemedicine, electronic health records",Coursera
Healthcare Law,University of Pennsylvania,"affordable care act, health law, health insurance portability and accountability act (hipaa), health policy, privacy",Coursera
Healthcare Organization Operations,Rutgers the State University of New Jersey,"pharmacy healthcare organization operations, public health and wellness healthcare organization operations, medical healthcare organization operations, healthcare administration, dental healthcare organization operations",Coursera
Healthier Materials and Sustainable Building,"Parsons School of Design, The New School","environmental impacts of design, sustainability, green design, materials, health transparency and disclosures",Coursera
Healthy and Sustainable Foods and Products,University of Michigan,"sustainability, public health, product lifecycle, environment",Coursera
"Hotel Management: Distribution, Revenue and Demand Management",ESSEC Business School,"pricing, revenue management, forecasting, hotel management",Coursera
How Things Work: An Introduction to Physics,University of Virginia,,Coursera
How to Play Guitar,Berklee,"music, guitar scales, guitar performance, guitar chords, guitar",Coursera
How to Write and Publish a Scientific Paper (Project-Centered Course),École Polytechnique,,Coursera
Human Anatomy and Medical Terminology Fundamentals,MedCerts,"medical language, medical terminology, knowledge of major diseases, human anatomy",Coursera
Human Resource Management: HR for People Managers,University of Minnesota,"performance management, interviewing, human resources (hr), onboarding, managing people",Coursera
Human Resources Analytics,"University of California, Irvine","data analysis, hr lifecycle, strategic mindset, human resources best practices",Coursera
IA generativa en el aula,Universidad Nacional Autónoma de México,,Coursera
IBM & Darden Digital Strategy,University of Virginia Darden School Foundation,"data science, digital transformation, artificial intelligence (ai), business strategy, cloud computing",Coursera
IBM AI Engineering,IBM,,Coursera
IBM AI Enterprise Workflow,IBM,"data science, information engineering, artificial intelligence (ai), machine learning, python programming",Coursera
IBM AI Foundations for Business,IBM,"data science, artificial intelligence (ai), information technology (it) architecture, data architecture, leadership",Coursera
IBM Applied AI,IBM,"artifical intelligence, machine learning, python programming, watson ai, chatbot, deep learning, application programming interfaces (api), artificial intelligence (ai), watson, data science, data analysis, pandas, numpy, web application, application development, flask, jobs",Coursera
IBM Applied DevOps Engineering,IBM,,Coursera
IBM Back-End Development,IBM,,Coursera
IBM Cybersecurity Analyst,IBM,"information security analyst, it security analyst, security analyst, junior cybersecurity analyst",Coursera
IBM Data Analyst,IBM,"data science, spreadsheet, microsoft excel, python programming, data analysis, pandas, numpy, data visualization (dataviz), pivot table, sql, ibm cognos analytics, dashboard",Coursera
IBM Data Analytics with Excel and R,IBM,"data science, spreadsheet, microsoft excel, relational databases (rdbms), r programming, data analysis, data visualization (dataviz), data visualization (dataviz), pivot table, ibm cognos analytics, dashboard",Coursera
IBM Data Engineering,IBM,"data science, etl & data pipelines, relational database management systems (rdbms), nosql and big data, python programming, data analysis, database (dbms), apache spark, sql",Coursera
IBM Data Science,IBM,"data science, methodology, deep learning, machine learning, github, python programming, big data, jupyter notebooks, data mining, rstudio, sql",Coursera
IBM Data Warehouse Engineer,IBM,"data science, relational database (rdbms), database architecture, database (db) design, nosql, business intelligence (bi), database (dbms), postgresql, enterprise data warehouse (edw), mysql, sql, extract transform load (etl)",Coursera
IBM DevOps and Software Engineering,IBM,,Coursera
IBM Front-End Developer,IBM,"continuous integration, devops, mongodb, continuous delivery, agile, web development, react (web framework), front-end design, front-end development, software development, user interface, javascript, ui/ux designer, wordpress, front-end web development, no-code, website wireframe, progressive web development, figma, user experience (ux), user interface design (ui design), responsive, bootstrap, grid system, web development framework, software architecture, python programming, software development lifecycle (sdlc), software engineering, agile and scrum, debugging, webpack, javascript library, search engine optimization (seo), interview preparation, full stack developer, career, software engineer, coding challenge, open source, cloning and forking, github, git (software), distributed version control systems (dvcs)",Coursera
IBM Full Stack Software Developer,IBM,"cloud native, html, devops, open source, cascading style sheets (css), git (software), iaas paas saas, distributed version control (drcs), hybrid multicloud, javascript, cloud computing, cloud applications",Coursera
IBM IT Project Manager,SkillUp EdTech,"information technology, scrum master, communication, risk management, leadership, agile, project management",Coursera
IBM IT Scrum Master,SkillUp EdTech,"scrum master, communication, risk management, leadership, agile",Coursera
IBM IT Support,IBM,,Coursera
IBM Introduction to Machine Learning,IBM,"machine learning regression, machine learning classification, machine learning, unsupervised learning, exploratory data analysis",Coursera
IBM Machine Learning,IBM,"artificial intelligence (ai), decision tree, machine learning, feature engineering, ensemble learning, regression analysis, supervised learning, machine learning (ml) algorithms, linear regression, statistical hypothesis testing, exploratory data analysis, ridge regression",Coursera
IBM Mainframe Developer,IBM,"mainframe, z/os, enterprise software, security, ibm z, interfaces, computer programming, command-line interface, euler's totient function, intrinsic function, sorting, cobol divisions, cobol coding, column structure, cobol structure, symbols, issue tracking system, scrum (software development)",Coursera
IBM Project Manager,SkillUp EdTech,"project initiation, communication, risk management, leadership, project management",Coursera
IBM z/OS Mainframe Practitioner,IBM,"linux, mainframe, z systems, security, ibm z",Coursera
IELTS Preparation,"University of California, Irvine",,Coursera
IT Fundamentals for Cybersecurity,IBM,"operating system security, database vulnerabilities, cybersecurity, networking basics, cyber attacks",Coursera
IT Security: Defense against the digital dark arts,Google,"cybersecurity, wireless security, cryptography, network security",Coursera
IT Support Google,Google,"debugging, protokol jaringan, layanan pelanggan, algoritma dan teknik enkripsi, komputasi cloud.",Coursera
ITIL 4 Exam Preparation,LearnQuest,"itil 4 foundation topics, itil terminogy",Coursera
Immunology: The Immune System and its Failures,Imperial College London,"tumour immunity, allergy/asthma., autoimmunity, infectious diseases, immunology",Coursera
Impact Measurement & Management for the SDGs,Duke University,,Coursera
Improve Your English Communication Skills,Georgia Institute of Technology,"professional, email writing, presentation, writing",Coursera
Improving Communication Skills,University of Pennsylvania,"goal setting, communication, negotiation, deception",Coursera
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",DeepLearning.AI,"tensorflow, deep learning, mathematical optimization, hyperparameter tuning",Coursera
Improving Leadership & Governance in Nonprofit Organizations,University at Buffalo,"management, strategic leadership, corporate governance, onboarding, leadership development",Coursera
